epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,385.556,0.52901,0.39771,0.99255,0.85483,0.78547,0.85138,0.60306,1.1091,0.77441,1.5364,0.000162835,0.000162835,0.000162835
181,387.624,0.52506,0.40934,0.97761,0.82525,0.8014,0.84721,0.60245,1.11845,0.78235,1.54144,0.000155761,0.000155761,0.000155761
182,389.704,0.52453,0.41253,0.98757,0.80709,0.80218,0.85595,0.60788,1.1263,0.767,1.55658,0.000148687,0.000148687,0.000148687
183,391.79,0.54293,0.42021,1.00617,0.77348,0.85823,0.86054,0.62371,1.09542,0.73872,1.53604,0.000141614,0.000141614,0.000141614
184,393.882,0.51508,0.41434,1.00042,0.87989,0.79907,0.86431,0.62922,1.08139,0.72677,1.51911,0.00013454,0.00013454,0.00013454
185,395.984,0.52608,0.41586,0.98234,0.82091,0.82331,0.86013,0.62626,1.09378,0.74446,1.52743,0.000127467,0.000127467,0.000127467
186,398.105,0.52083,0.40373,0.99204,0.84788,0.8193,0.86133,0.62865,1.08866,0.74656,1.51363,0.000120393,0.000120393,0.000120393
187,400.141,0.52515,0.41029,1.00214,0.8275,0.80681,0.85537,0.61777,1.09985,0.75052,1.52888,0.00011332,0.00011332,0.00011332
188,402.26,0.49701,0.40292,0.98562,0.87085,0.80045,0.85347,0.60492,1.1207,0.76085,1.54564,0.000106246,0.000106246,0.000106246
189,404.35,0.49473,0.39259,0.97572,0.83786,0.79667,0.85149,0.61803,1.11844,0.74298,1.56265,9.91726e-05,9.91726e-05,9.91726e-05
190,406.451,0.49273,0.40373,0.9868,0.8395,0.8066,0.85251,0.61539,1.11096,0.74574,1.54641,9.20991e-05,9.20991e-05,9.20991e-05
191,420.613,0.40113,0.31015,0.91279,0.87391,0.78149,0.84109,0.59459,1.09022,0.7786,1.5485,8.50255e-05,8.50255e-05,8.50255e-05
192,422.559,0.39159,0.28807,0.89413,0.87624,0.77036,0.82715,0.58276,1.1117,0.76975,1.58545,7.7952e-05,7.7952e-05,7.7952e-05
193,424.509,0.36447,0.26836,0.88543,0.86771,0.74799,0.82817,0.58155,1.1008,0.76349,1.59305,7.08784e-05,7.08784e-05,7.08784e-05
194,426.494,0.37026,0.26802,0.89569,0.84288,0.77258,0.8324,0.59546,1.08942,0.76743,1.57791,6.38049e-05,6.38049e-05,6.38049e-05
195,428.44,0.40721,0.29912,0.89969,0.81142,0.80186,0.83937,0.60149,1.09242,0.77078,1.58446,5.67313e-05,5.67313e-05,5.67313e-05
196,430.385,0.36714,0.25895,0.87469,0.81093,0.8169,0.84917,0.60083,1.0972,0.7552,1.58042,4.96578e-05,4.96578e-05,4.96578e-05
197,432.359,0.37109,0.26347,0.88784,0.84496,0.80102,0.84562,0.59428,1.10465,0.74857,1.5862,4.25842e-05,4.25842e-05,4.25842e-05
198,434.324,0.339,0.25099,0.86609,0.84326,0.81926,0.8524,0.60052,1.09834,0.73101,1.57693,3.55107e-05,3.55107e-05,3.55107e-05
199,436.268,0.3592,0.26353,0.89013,0.87974,0.7945,0.85918,0.60161,1.08611,0.72208,1.57168,2.84371e-05,2.84371e-05,2.84371e-05
200,438.208,0.35496,0.25793,0.873,0.86072,0.82016,0.85661,0.60053,1.07964,0.72548,1.56092,2.13636e-05,2.13636e-05,2.13636e-05
