epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,438.207,0.65518,0.5026,1.06543,0.94174,0.88889,0.93996,0.63678,1.17684,0.96839,1.62555,0.00071395,0.00071395,0.00071395
181,440.074,0.63604,0.4881,1.05209,0.9664,0.84722,0.93585,0.63507,1.21776,1.02844,1.70635,0.000704073,0.000704073,0.000704073
182,441.966,0.60716,0.49034,1.03446,0.91394,0.88497,0.92665,0.62811,1.17626,0.97997,1.66028,0.00069423,0.00069423,0.00069423
183,443.807,0.66736,0.51963,1.07911,0.95356,0.85561,0.93232,0.64604,1.1831,0.91839,1.64464,0.000684422,0.000684422,0.000684422
184,445.701,0.63128,0.51468,1.07193,0.94628,0.81944,0.91798,0.61354,1.22964,0.96349,1.67981,0.000674649,0.000674649,0.000674649
185,447.59,0.64041,0.49551,1.07184,0.95312,0.84712,0.92579,0.6305,1.18579,0.96187,1.66292,0.000664914,0.000664914,0.000664914
186,449.466,0.58092,0.46501,1.04363,0.94557,0.83333,0.91314,0.61054,1.23684,1.06104,1.66456,0.000655216,0.000655216,0.000655216
187,451.356,0.59821,0.46785,1.05326,0.90754,0.81797,0.91413,0.57727,1.30923,1.0759,1.77023,0.000645557,0.000645557,0.000645557
188,453.251,0.61879,0.51749,1.04615,0.9765,0.81944,0.91718,0.59814,1.24621,0.96601,1.73299,0.000635938,0.000635938,0.000635938
189,455.138,0.6018,0.46801,1.04299,0.96593,0.84722,0.93065,0.61913,1.26039,0.93826,1.72371,0.00062636,0.00062636,0.00062636
190,457.012,0.56737,0.4663,1.01398,0.93832,0.84524,0.91134,0.62582,1.23342,0.98603,1.6628,0.000616824,0.000616824,0.000616824
191,458.877,0.60506,0.48885,1.04815,0.95143,0.84722,0.94282,0.62879,1.25334,0.88147,1.69256,0.000607331,0.000607331,0.000607331
192,460.744,0.607,0.48168,1.04236,0.90438,0.88889,0.94201,0.6266,1.20276,0.87428,1.67228,0.000597882,0.000597882,0.000597882
193,462.565,0.62562,0.49454,1.06909,0.9609,0.83333,0.92712,0.62674,1.2026,1.0104,1.68028,0.000588479,0.000588479,0.000588479
194,464.434,0.61665,0.48886,1.02958,0.96714,0.81765,0.89915,0.61956,1.2507,1.07037,1.6695,0.000579121,0.000579121,0.000579121
195,466.307,0.62637,0.48139,1.06293,0.93777,0.84722,0.92108,0.61463,1.21056,0.91989,1.66243,0.000569811,0.000569811,0.000569811
196,468.194,0.5923,0.46963,1.04892,0.9682,0.84722,0.91313,0.60302,1.21527,0.96384,1.69816,0.000560549,0.000560549,0.000560549
197,470.074,0.59176,0.45242,1.0414,0.9383,0.84492,0.91624,0.60828,1.23837,0.98139,1.69828,0.000551337,0.000551337,0.000551337
198,471.94,0.57516,0.43132,1.02124,0.92271,0.84722,0.91606,0.59954,1.29065,0.98654,1.75673,0.000542175,0.000542175,0.000542175
199,473.794,0.58976,0.47038,1.02218,0.93204,0.81944,0.87639,0.59178,1.29099,1.13922,1.75818,0.000533064,0.000533064,0.000533064
200,475.672,0.58308,0.47884,1.03655,0.91069,0.86111,0.92404,0.61468,1.22296,1.00885,1.71064,0.000524005,0.000524005,0.000524005
201,477.536,0.58044,0.47251,1.03721,0.96561,0.84722,0.94266,0.6493,1.19332,0.83449,1.70357,0.000515,0.000515,0.000515
202,479.389,0.58852,0.4614,1.05163,0.95044,0.875,0.94332,0.63643,1.24959,0.92841,1.74522,0.000506049,0.000506049,0.000506049
203,481.267,0.56431,0.47209,1.02217,0.96362,0.81944,0.91007,0.62163,1.24639,1.15414,1.70379,0.000497153,0.000497153,0.000497153
204,483.137,0.5801,0.45596,1.04868,0.98272,0.81944,0.91843,0.63069,1.22043,1.12095,1.67676,0.000488314,0.000488314,0.000488314
205,485,0.57729,0.46566,1.02795,0.97972,0.83333,0.93962,0.63412,1.21392,1.01755,1.72685,0.000479531,0.000479531,0.000479531
206,486.88,0.58127,0.46031,1.02886,0.9994,0.84722,0.94535,0.63319,1.19135,0.95213,1.71242,0.000470807,0.000470807,0.000470807
207,488.77,0.57623,0.44277,1.02746,0.96552,0.86111,0.92164,0.64313,1.15687,0.93949,1.66871,0.000462142,0.000462142,0.000462142
208,490.609,0.56697,0.45933,1.04258,0.89097,0.84722,0.90665,0.64526,1.11919,0.97941,1.62089,0.000453537,0.000453537,0.000453537
209,492.447,0.56829,0.44756,1.02513,0.94121,0.80556,0.89806,0.62902,1.14476,1.0141,1.63675,0.000444994,0.000444994,0.000444994
210,494.319,0.57055,0.46172,1.02209,0.94845,0.83333,0.91624,0.63316,1.17741,1.05259,1.64868,0.000436512,0.000436512,0.000436512
211,496.189,0.57664,0.44784,1.017,0.98327,0.81645,0.92141,0.63594,1.16083,0.96286,1.65304,0.000428093,0.000428093,0.000428093
212,498.06,0.53795,0.41019,1.00779,0.93129,0.83333,0.92038,0.65187,1.13143,0.9378,1.63218,0.000419737,0.000419737,0.000419737
213,499.914,0.56664,0.44034,1.01889,0.95073,0.83333,0.92141,0.64318,1.16991,0.92025,1.67938,0.000411447,0.000411447,0.000411447
214,501.79,0.57278,0.43453,1.03251,0.92506,0.85722,0.92948,0.66525,1.14452,0.86562,1.65807,0.000403222,0.000403222,0.000403222
215,503.657,0.54295,0.41787,1.02175,0.9835,0.828,0.9329,0.66985,1.08687,0.8612,1.61353,0.000395064,0.000395064,0.000395064
216,505.542,0.54885,0.43453,1.03382,0.9106,0.875,0.93227,0.66689,1.08432,0.8073,1.59015,0.000386973,0.000386973,0.000386973
217,507.383,0.51878,0.40903,1.0146,0.9104,0.84677,0.92796,0.65301,1.11264,0.84585,1.59974,0.00037895,0.00037895,0.00037895
218,509.243,0.57924,0.45543,1.05199,0.9514,0.81567,0.91268,0.63234,1.13104,0.96654,1.61978,0.000370997,0.000370997,0.000370997
219,511.087,0.54459,0.4267,1.02093,0.92262,0.82811,0.90192,0.63151,1.1648,0.98005,1.6492,0.000363114,0.000363114,0.000363114
220,512.945,0.57972,0.42082,1.07443,0.92525,0.85956,0.91718,0.63485,1.15755,0.93745,1.67138,0.000355301,0.000355301,0.000355301
221,514.799,0.54645,0.39825,1.02369,0.92316,0.86111,0.92899,0.63285,1.22314,0.87427,1.75549,0.000347561,0.000347561,0.000347561
222,516.707,0.52479,0.41663,1.01013,0.96786,0.83666,0.92543,0.6294,1.23835,0.8888,1.79155,0.000339893,0.000339893,0.000339893
223,518.556,0.57858,0.42808,1.03846,0.96214,0.83333,0.91527,0.61853,1.23198,0.91192,1.75755,0.000332298,0.000332298,0.000332298
224,520.411,0.51538,0.42459,1.01884,0.95468,0.87771,0.92398,0.61727,1.25491,0.91084,1.7876,0.000324778,0.000324778,0.000324778
225,522.287,0.56666,0.444,1.01021,0.94285,0.875,0.9362,0.61552,1.28043,0.93101,1.81103,0.000317333,0.000317333,0.000317333
226,524.152,0.5326,0.40194,1.00161,0.92626,0.87231,0.92396,0.64319,1.18341,0.93582,1.68621,0.000309964,0.000309964,0.000309964
227,526.041,0.50935,0.38814,0.99494,0.93759,0.875,0.91148,0.63363,1.17637,0.95574,1.69001,0.000302672,0.000302672,0.000302672
228,527.884,0.53535,0.42664,1.01831,0.92599,0.86895,0.90738,0.64519,1.16215,0.99411,1.6952,0.000295457,0.000295457,0.000295457
229,529.741,0.51872,0.41353,1.00883,0.89935,0.86878,0.90061,0.64302,1.18967,1.04974,1.71839,0.000288321,0.000288321,0.000288321
230,531.549,0.48663,0.39209,0.98495,0.98044,0.80556,0.90325,0.63238,1.2016,1.03748,1.72554,0.000281264,0.000281264,0.000281264
231,533.441,0.52192,0.41355,1.01791,0.88743,0.87594,0.91366,0.64247,1.1874,1.04,1.69479,0.000274287,0.000274287,0.000274287
232,535.297,0.52509,0.39325,1.00438,0.952,0.82648,0.90205,0.63945,1.18116,1.03895,1.69945,0.00026739,0.00026739,0.00026739
233,537.201,0.51781,0.39071,1.01269,0.97987,0.83333,0.91073,0.6353,1.19004,0.9981,1.72588,0.000260575,0.000260575,0.000260575
234,539.035,0.53384,0.40121,1.00865,0.99709,0.80556,0.91745,0.66179,1.17539,0.96683,1.71561,0.000253842,0.000253842,0.000253842
235,540.91,0.49197,0.39631,0.98097,0.99316,0.80556,0.91946,0.66115,1.17016,0.93748,1.71251,0.000247192,0.000247192,0.000247192
236,542.794,0.52856,0.41936,1.01623,0.904,0.86111,0.92546,0.65411,1.19908,0.89476,1.73509,0.000240625,0.000240625,0.000240625
237,544.686,0.50003,0.39016,0.99184,0.94018,0.87322,0.92368,0.64896,1.21238,0.83971,1.77337,0.000234143,0.000234143,0.000234143
238,546.553,0.5077,0.3974,0.98856,0.95223,0.875,0.93173,0.64793,1.21133,0.85131,1.77927,0.000227747,0.000227747,0.000227747
239,548.443,0.51611,0.39666,1.02541,0.95432,0.87043,0.93463,0.64936,1.20294,0.91522,1.74437,0.000221435,0.000221435,0.000221435
240,550.299,0.48872,0.39688,0.97889,0.94095,0.88528,0.94312,0.65955,1.21626,0.91874,1.74495,0.000215211,0.000215211,0.000215211
241,552.176,0.52021,0.38322,1.01301,0.95296,0.90278,0.94475,0.65722,1.22796,0.88932,1.77147,0.000209073,0.000209073,0.000209073
242,554.026,0.50997,0.38924,1.0017,0.9846,0.88805,0.95209,0.66034,1.23748,0.90716,1.80586,0.000203023,0.000203023,0.000203023
243,555.872,0.50244,0.39267,0.99847,0.98438,0.88889,0.9533,0.6474,1.25652,0.93734,1.8149,0.000197062,0.000197062,0.000197062
244,557.73,0.47381,0.38421,0.97124,0.98482,0.90135,0.95663,0.64867,1.24638,0.95235,1.79156,0.00019119,0.00019119,0.00019119
245,559.598,0.46792,0.35274,0.98262,0.95635,0.91299,0.95289,0.64203,1.26141,0.96949,1.80244,0.000185408,0.000185408,0.000185408
246,561.453,0.50296,0.39533,0.98878,0.97014,0.90263,0.95821,0.65443,1.26639,0.92937,1.81541,0.000179716,0.000179716,0.000179716
247,563.319,0.46577,0.37465,0.97402,0.94178,0.89873,0.94816,0.64751,1.24296,0.9736,1.80132,0.000174115,0.000174115,0.000174115
248,565.187,0.51394,0.38838,1.01238,0.94093,0.88492,0.93771,0.65063,1.24141,0.94893,1.78064,0.000168606,0.000168606,0.000168606
249,567.024,0.48951,0.37556,0.99154,0.98386,0.84662,0.93449,0.63224,1.28609,0.98545,1.82704,0.000163189,0.000163189,0.000163189
250,568.92,0.48156,0.36613,0.98753,0.98164,0.86111,0.93552,0.63349,1.30766,1.00435,1.84612,0.000157865,0.000157865,0.000157865
251,570.843,0.50425,0.40209,0.98962,0.9692,0.87415,0.93689,0.64209,1.27985,0.99579,1.80527,0.000152635,0.000152635,0.000152635
252,572.733,0.48022,0.37351,0.98183,0.98178,0.875,0.9391,0.6484,1.2731,0.97539,1.78153,0.000147498,0.000147498,0.000147498
253,574.586,0.48933,0.36456,0.99155,0.99993,0.875,0.94688,0.64068,1.27798,0.90319,1.79825,0.000142456,0.000142456,0.000142456
254,576.43,0.51167,0.39548,1.02064,0.99901,0.875,0.94694,0.6511,1.23872,0.92528,1.7626,0.00013751,0.00013751,0.00013751
255,578.333,0.4756,0.36869,0.98261,0.99781,0.875,0.94676,0.64945,1.24461,0.92304,1.76459,0.000132658,0.000132658,0.000132658
256,580.247,0.47008,0.38072,0.98687,0.99532,0.875,0.94225,0.64884,1.2852,0.90461,1.82415,0.000127904,0.000127904,0.000127904
257,582.123,0.46957,0.39346,0.97841,1,0.87199,0.9475,0.64121,1.27698,0.90449,1.82201,0.000123245,0.000123245,0.000123245
258,584.056,0.48035,0.39404,0.98311,1,0.85731,0.94641,0.64123,1.29164,0.90802,1.82468,0.000118684,0.000118684,0.000118684
259,585.891,0.45908,0.36887,0.96837,1,0.84832,0.9417,0.63375,1.28249,0.93061,1.79498,0.000114221,0.000114221,0.000114221
260,587.74,0.47393,0.37135,0.98156,0.94844,0.875,0.94105,0.64064,1.28912,0.91466,1.79805,0.000109856,0.000109856,0.000109856
261,589.59,0.49609,0.36933,1.00716,0.95427,0.86946,0.94187,0.64418,1.29127,0.94098,1.80749,0.00010559,0.00010559,0.00010559
262,591.457,0.45598,0.35094,0.97364,0.98404,0.85635,0.9304,0.64253,1.27981,0.97748,1.80008,0.000101423,0.000101423,0.000101423
263,593.336,0.47246,0.36553,0.99274,0.9646,0.86111,0.92605,0.63863,1.25643,0.99919,1.78297,9.73555e-05,9.73555e-05,9.73555e-05
264,595.207,0.48595,0.38142,0.98562,0.98389,0.86111,0.92546,0.63903,1.28151,1.00751,1.82275,9.33881e-05,9.33881e-05,9.33881e-05
265,597.095,0.46966,0.3784,0.97097,0.98409,0.85929,0.9242,0.63511,1.27668,1.00215,1.83463,8.95213e-05,8.95213e-05,8.95213e-05
266,598.97,0.45886,0.36842,0.99912,0.99854,0.86111,0.92788,0.63689,1.29148,0.98981,1.86035,8.57554e-05,8.57554e-05,8.57554e-05
267,600.797,0.45649,0.34476,0.95822,0.99793,0.86111,0.92923,0.63274,1.29452,1.01178,1.86275,8.20908e-05,8.20908e-05,8.20908e-05
268,602.667,0.49652,0.37426,0.99428,1,0.86058,0.93896,0.63699,1.2848,1.02833,1.83248,7.8528e-05,7.8528e-05,7.8528e-05
269,604.541,0.45047,0.36007,0.99611,0.98196,0.86111,0.92588,0.63649,1.27997,1.0616,1.81765,7.50674e-05,7.50674e-05,7.50674e-05
270,606.434,0.45175,0.34421,0.96741,0.99493,0.86111,0.92825,0.63457,1.28138,1.0391,1.81915,7.17093e-05,7.17093e-05,7.17093e-05
271,608.3,0.46872,0.36187,0.99532,0.98262,0.86111,0.92966,0.63812,1.26833,1.03126,1.7994,6.8454e-05,6.8454e-05,6.8454e-05
272,610.166,0.46062,0.34683,0.96158,0.97981,0.86111,0.92772,0.64012,1.25752,1.02251,1.79528,6.53021e-05,6.53021e-05,6.53021e-05
273,612.017,0.46515,0.35291,0.96723,0.95502,0.88466,0.9381,0.63859,1.26757,1.02531,1.80622,6.22537e-05,6.22537e-05,6.22537e-05
274,613.884,0.45779,0.35466,0.98395,0.96922,0.87471,0.92881,0.64089,1.25971,1.03071,1.80421,5.93093e-05,5.93093e-05,5.93093e-05
275,615.741,0.48158,0.37743,0.96949,0.96862,0.85747,0.92564,0.63771,1.26073,1.01385,1.80793,5.64691e-05,5.64691e-05,5.64691e-05
276,617.591,0.48657,0.3768,0.99694,0.95551,0.84722,0.92682,0.64148,1.25451,1.03611,1.7984,5.37334e-05,5.37334e-05,5.37334e-05
277,619.469,0.43876,0.35014,0.95515,0.97615,0.86111,0.94113,0.64887,1.26321,1.056,1.79876,5.11027e-05,5.11027e-05,5.11027e-05
278,621.345,0.42518,0.33099,0.95762,0.96852,0.85458,0.93837,0.64897,1.25513,1.04262,1.79586,4.85771e-05,4.85771e-05,4.85771e-05
279,623.24,0.47103,0.36145,0.98676,0.90248,0.89974,0.93372,0.64744,1.23966,1.01792,1.78947,4.61569e-05,4.61569e-05,4.61569e-05
280,625.06,0.45512,0.35429,0.98189,0.95322,0.84898,0.92088,0.63987,1.2508,1.02454,1.79517,4.38424e-05,4.38424e-05,4.38424e-05
281,626.942,0.46095,0.38617,0.97313,0.97587,0.84722,0.92306,0.63773,1.27105,1.0237,1.81185,4.16339e-05,4.16339e-05,4.16339e-05
282,628.841,0.46749,0.37299,0.98498,0.96821,0.84606,0.93626,0.64272,1.27323,1.03509,1.80552,3.95315e-05,3.95315e-05,3.95315e-05
283,630.692,0.49125,0.38488,1.00485,0.96862,0.85761,0.94096,0.64557,1.2657,1.03511,1.79874,3.75356e-05,3.75356e-05,3.75356e-05
284,632.552,0.46558,0.34989,0.97943,0.95379,0.86012,0.93446,0.63973,1.25978,1.03726,1.78527,3.56463e-05,3.56463e-05,3.56463e-05
285,634.438,0.46906,0.36427,0.99323,0.95369,0.85811,0.93377,0.63891,1.2661,1.03014,1.7965,3.38639e-05,3.38639e-05,3.38639e-05
286,636.316,0.4331,0.35066,0.96981,0.94818,0.86111,0.93323,0.63633,1.25457,1.02592,1.77727,3.21885e-05,3.21885e-05,3.21885e-05
287,638.224,0.45504,0.3701,0.97035,0.95415,0.86705,0.93455,0.64333,1.26022,1.03228,1.7828,3.06204e-05,3.06204e-05,3.06204e-05
288,640.137,0.47216,0.36956,0.99407,0.95489,0.88205,0.9329,0.64646,1.2512,1.02418,1.77958,2.91596e-05,2.91596e-05,2.91596e-05
289,641.974,0.46486,0.3762,0.964,0.9834,0.83333,0.93182,0.64428,1.25353,1.02733,1.78912,2.78064e-05,2.78064e-05,2.78064e-05
290,643.864,0.47613,0.36802,0.99613,0.98015,0.83333,0.93386,0.64016,1.25196,1.02844,1.78777,2.6561e-05,2.6561e-05,2.6561e-05
291,658.079,0.34492,0.27408,0.90385,0.952,0.875,0.93318,0.61534,1.27022,0.97525,1.85564,2.54233e-05,2.54233e-05,2.54233e-05
292,660.019,0.3399,0.27488,0.91297,0.9106,0.90278,0.9261,0.60829,1.29666,1.02701,1.90478,2.43937e-05,2.43937e-05,2.43937e-05
293,661.92,0.31183,0.25449,0.8971,0.91543,0.90209,0.9247,0.59984,1.29988,1.01702,1.90557,2.34721e-05,2.34721e-05,2.34721e-05
294,664.039,0.32274,0.24781,0.89048,0.92845,0.90115,0.92974,0.59498,1.31358,1.04272,1.92274,2.26587e-05,2.26587e-05,2.26587e-05
295,666.159,0.34137,0.25375,0.91591,0.92624,0.90278,0.92517,0.6021,1.30407,1.02894,1.90538,2.19535e-05,2.19535e-05,2.19535e-05
296,668.041,0.35654,0.27301,0.91231,0.92827,0.8988,0.92401,0.60645,1.29731,1.03575,1.89069,2.13568e-05,2.13568e-05,2.13568e-05
297,669.857,0.31512,0.25148,0.88594,0.92703,0.90278,0.92505,0.60247,1.29031,1.02888,1.87701,2.08684e-05,2.08684e-05,2.08684e-05
298,671.681,0.30201,0.23978,0.88496,0.92276,0.90278,0.92607,0.60685,1.29699,1.02196,1.88397,2.04885e-05,2.04885e-05,2.04885e-05
299,673.489,0.31133,0.25359,0.86946,0.92686,0.90278,0.92441,0.60734,1.29141,1.03321,1.87842,2.02171e-05,2.02171e-05,2.02171e-05
300,675.317,0.29573,0.23897,0.87756,0.94158,0.89551,0.93058,0.61035,1.28745,1.03872,1.8655,2.00543e-05,2.00543e-05,2.00543e-05
